Gene_ID,Other_IDs
M9H77_28445,CRO_T013459
M9H77_28447,"CRO_T009310, CrChr7.976, CrChr7.978"
M9H77_28450,"CRO_T009495, Cro001G.2108.1.p1, CRO_T112287"
M9H77_28451,"CRO_T009499, CRO_T112286"
M9H77_28452,"CRO_T009496, Cro001G.2106.1.p1, Cro001G.2106.2.p1, CRO_T112285"
M9H77_28454,"CRO_T009498, Cro001G.2109.1.p1, Cro001G.2109.2.p1, Cro001G.2109.4.p1, CRO_T112284"
M9H77_28456,"CRO_T009497, CRO_T112282"
M9H77_28460,"CrChr7.965, CRO_T112277"
M9H77_28461,"Cro001G.2120.1.p1, Cro001G.2120.3.p1"
M9H77_28462,"CRO_T010283, Cro001G.2118.1.p1, Cro001G.2118.2.p1"
M9H77_28463,"CRO_T001815, Cro001G.2117.1.p1, CRO_T112273"
M9H77_28465,"CRO_T023328, CRO_T023692, CRO_T024972, CRO_T030426, CrChr7.959"
M9H77_28467,"Cro001G.2128.1.p1, Cro001G.2128.2.p1, Cro001G.2128.3.p1, Cro001G.2128.4.p1, Cro001G.2128.5.p1"
M9H77_28468,CRO_T028247
M9H77_28469,CRO_T028248
M9H77_28471,CRO_T033383
M9H77_28472,"Cro001G.2123.1.p1, Cro001G.2123.2.p1"
M9H77_28476,"CRO_T024513, CRO_T112263"
M9H77_28477,CRO_T024514
M9H77_28478,CRO_T024515
M9H77_28479,CRO_T024512
M9H77_28481,"CRO_T000558, CRO_T112257"
M9H77_28482,"CRO_T000559, CRO_T112256"
M9H77_28483,"Cro001G.2135.1.p1, CrChr7.947"
M9H77_28484,"Cro001G.2136.1.p1, Cro001G.2136.2.p1, CrChr7.946, CRO_T112253"
M9H77_28486,"CRO_T000552, CRO_T112251"
M9H77_28487,"CRO_T000555, Cro001G.2134.1.p1, Cro001G.2134.10.p1, Cro001G.2134.12.p1, Cro001G.2134.2.p1, Cro001G.2134.3.p1, Cro001G.2134.4.p1, Cro001G.2134.6.p1, Cro001G.2134.7.p1, Cro001G.2134.8.p1, Cro001G.2134.9.p1, CrChr7.943, CRO_T112249"
M9H77_28489,"CRO_T000557, Cro001G.2132.1.p1, Cro001G.2132.2.p1"
M9H77_28491,"CRO_T022928, Cro001G.2131.1.p1, CrChr7.941"
M9H77_28492,CRO_T029430
M9H77_28495,"CRO_T031106, Cro001G.2137.1.p1, CrChr7.937, CRO_T112239"
M9H77_28496,"Cro001G.2138.1.p2, CrChr7.936"
M9H77_28497,CrChr7.935
M9H77_28498,Cro001G.2140.1.p1
M9H77_28500,"CRO_T026848, Cro001G.2141.1.p1, Cro001G.2141.2.p1, CrChr7.932, CRO_T112234"
M9H77_28501,"Cro001G.2142.1.p1, CrChr7.931"
M9H77_28502,"CRO_T026854, CRO_T112230"
M9H77_28503,CRO_T026857
M9H77_28504,"Cro001G.2152.1.p1, CrChr7.928, CRO_T112228"
M9H77_28505,"CRO_T026852, Cro001G.2153.1.p1, CrChr7.927, CRO_T112227"
M9H77_28506,"CRO_T026846, Cro001G.2153.1.p2, Cro001G.2154.1.p2, CrChr7.926, CRO_T112225"
M9H77_28507,"CRO_T026851, Cro001G.2151.2.p1, CrChr7.925, CRO_T112224"
M9H77_28508,Cro001G.2156.1.p1
M9H77_28511,CRO_T029068
M9H77_28512,CRO_T029066
M9H77_28513,CRO_T005817
M9H77_28514,"Cro001G.2159.1.p1, CrChr7.918"
M9H77_28516,CRO_T032388
M9H77_28518,CRO_T032389
M9H77_28520,"CRO_T016462, CRO_T112213"
M9H77_28521,CRO_T016461
M9H77_28522,CRO_T026338
M9H77_28525,"Cro001G.2144.1.p1, CrChr7.912"
M9H77_28526,"CRO_T019575, Cro001G.2145.1.p1, CRO_T112206"
M9H77_28527,CrChr7.910
M9H77_28528,Cro001G.2147.1.p1
M9H77_28529,"CRO_T012875, CRO_T112202"
M9H77_28530,"CRO_T012870, Cro001G.2149.1.p1, Cro001G.2149.2.p1, Cro001G.2149.3.p1, Cro001G.2149.4.p1, CrChr7.906, CRO_T112201"
M9H77_28531,"Cro001G.2150.1.p1, CrChr7.905"
M9H77_28532,"Cro001G.2163.1.p1, Cro001G.2163.2.p1, Cro001G.2163.3.p1, CRO_T112199"
M9H77_28533,"CRO_T012873, Cro001G.2163.1.p3, Cro001G.2163.2.p2, Cro001G.2163.3.p2, CrChr7.903, CRO_T112198"
M9H77_28534,"Cro001G.2163.1.p2, CrChr7.902"
M9H77_28535,"CRO_T012868, Cro001G.2162.1.p1, CrChr7.901, CRO_T112196"
M9H77_28536,CRO_T012867
M9H77_28537,Cro001G.2167.1.p1
M9H77_28538,"CRO_T007070, Cro001G.2168.1.p2, CrChr7.898"
M9H77_28540,Cro001G.2169.1.p1
M9H77_28542,CRO_T033503
M9H77_28544,Cro001G.2174.1.p1
M9H77_28546,"CRO_T013600, Cro001G.2176.1.p1, CrChr7.891"
M9H77_28547,"Cro001G.2172.1.p1, CrChr7.890"
M9H77_28548,"CRO_T010676, CRO_T112181"
M9H77_28549,"CRO_T010677, CrChr7.888, CRO_T112180"
M9H77_28550,"CRO_T004328, Cro001G.2171.1.p1, CrChr7.887, CRO_T112179"
M9H77_28551,Cro001G.2177.1.p1
M9H77_28554,CRO_T018201
M9H77_28555,"CRO_T018849, CrChr7.883, CRO_T112176"
M9H77_28556,CRO_T015963
M9H77_28557,"CRO_T005964, CRO_T031449, CRO_T112171"
M9H77_28559,"CRO_T014887, CRO_T117510"
M9H77_28560,CRO_T022060
M9H77_28562,"CRO_T033342, CRO_T117509"
M9H77_28564,CRO_T117507
M9H77_28565,"CRO_T023233, CRO_T117506"
M9H77_28566,CRO_T003105
M9H77_28569,CRO_T001199
M9H77_28570,CRO_T001198
M9H77_28571,CRO_T016031
M9H77_28572,"CRO_T012513, CrChr7.873, CRO_T117498"
M9H77_28573,CRO_T019264
M9H77_28574,CRO_T013665
M9H77_28577,"CRO_T006280, CRO_T116824"
M9H77_28578,"CRO_T028918, CRO_T116825"
M9H77_28581,"CrChr7.869, CRO_T116827"
M9H77_28582,"CRO_T018523, Cro001G.2187.1.p1, CrChr7.868, CRO_T116828"
M9H77_28583,"CRO_T018524, Cro001G.2185.1.p1, CrChr7.867, CRO_T116829"
M9H77_28584,Cro001G.2190.1.p1
M9H77_28586,"Cro001G.2187.2.p1, CrChr7.864"
M9H77_28587,"CRO_T021086, Cro001G.2181.1.p1, CrChr7.863, CRO_T116834"
M9H77_28588,"CRO_T021088, CRO_T116835"
M9H77_28589,"Cro001G.2183.1.p1, CrChr7.860"
M9H77_28590,Cro001G.2184.3.p1
M9H77_28591,"Cro001G.2193.1.p1, Cro001G.2193.2.p1, Cro001G.2193.3.p1, Cro001G.2193.4.p1, Cro001G.2193.5.p1"
M9H77_28592,"CRO_T020121, CRO_T116839"
M9H77_28593,CrChr7.854
M9H77_28594,"CRO_T020119, Cro001G.2196.1.p1, CrChr7.853"
M9H77_28595,"CRO_T020122, CrChr7.851, CRO_T116843"
M9H77_28596,"Cro001G.2198.1.p1, Cro001G.2198.2.p1, CrChr7.850, CRO_T116844"
M9H77_28597,"CRO_T020117, Cro001G.2199.1.p1, CrChr7.849, CRO_T116845"
M9H77_28598,CRO_T020116
M9H77_28599,CRO_T003628
M9H77_28601,"CRO_T002100, Cro001G.2197.1.p1, CrChr7.848, CRO_T116851"
M9H77_28602,Cro001G.2200.1.p1
M9H77_28603,CRO_T002101
M9H77_28604,"CRO_T002098, Cro001G.2202.1.p1, CRO_T116854"
M9H77_28606,Cro001G.2205.1.p1
M9H77_28607,"CRO_T029334, Cro001G.2203.1.p1"
M9H77_28608,"Cro001G.2208.1.p1, CrChr7.842"
M9H77_28609,"Cro001G.2206.1.p1, CrChr7.841"
M9H77_28610,"CRO_T029330, Cro001G.2207.1.p1, CrChr7.840, CRO_T116861"
M9H77_28611,"CRO_T029331, CrChr7.839, CRO_T116862"
M9H77_28612,"CRO_T029332, CRO_T116863"
M9H77_28613,"Cro001G.2211.1.p1, CrChr7.836"
M9H77_28615,"CRO_T022926, CRO_T116866"
M9H77_28616,"CRO_T022925, Cro001G.2216.1.p1, CrChr7.832, CRO_T116867"
M9H77_28617,"Cro001G.2217.1.p1, CrChr7.831"
M9H77_28618,Cro001G.2218.3.p1
M9H77_28619,"CRO_T016381, Cro001G.2219.1.p1, CrChr7.829, CRO_T116870"
M9H77_28620,"CRO_T016382, CrChr7.828, CRO_T116871"
M9H77_28621,"Cro001G.2220.1.p1, CrChr7.827, CRO_T116872"
M9H77_28622,"Cro001G.2209.1.p1, CrChr7.826"
M9H77_28623,"Cro001G.2210.1.p1, CrChr7.825"
M9H77_28624,"Cro001G.2225.1.p2, Cro001G.2225.2.p2"
M9H77_28625,"CRO_T032765, Cro001G.2225.1.p1, CRO_T116876"
M9H77_28626,"Cro001G.2227.2.p1, Cro001G.2227.3.p1, CrChr7.821"
M9H77_28627,"Cro001G.2228.2.p1, CRO_T116882"
M9H77_28629,"CRO_T009269, Cro001G.2222.1.p1, CrChr7.819, CRO_T116885"
M9H77_28630,CRO_T026092
M9H77_28631,"CRO_T019397, CRO_T116888"
M9H77_28634,CRO_T005489
M9H77_28636,"Cro001G.2238.1.p1, CrChr7.806"
M9H77_28637,"CRO_T028653, CrChr7.805, CRO_T116894"
M9H77_28638,"Cro001G.2239.1.p1, CrChr7.804"
M9H77_28639,"CRO_T028656, CRO_T116896"
M9H77_28640,"Cro001G.2240.1.p2, CrChr7.801"
M9H77_28641,"Cro001G.2236.1.p1, CrChr7.800, CRO_T116898"
M9H77_28642,"CRO_T028652, Cro001G.2229.1.p1, CRO_T116899"
M9H77_28643,CRO_T023430
M9H77_28644,"Cro001G.2231.1.p1, CrChr7.797, CRO_T116901"
M9H77_28645,CRO_T023428
M9H77_28652,"CRO_T015884, CRO_T114617"
M9H77_28654,"Cro001G.2232.1.p1, CrChr7.793"
M9H77_28655,"CRO_T007668, Cro001G.2234.1.p1, CrChr7.791, CRO_T114615"
M9H77_28656,"CRO_T007667, Cro001G.2235.1.p1, Cro001G.2235.3.p1"
M9H77_28657,"Cro001G.2247.2.p1, CrChr7.789, CRO_T114614"
M9H77_28658,Cro001G.2248.1.p1
M9H77_28660,"CRO_T032115, CrChr7.785"
M9H77_28662,CRO_T029147
M9H77_28663,"CRO_T029148, CRO_T114610"
M9H77_28664,CRO_T029149
M9H77_28665,"Cro001G.2252.1.p1, CrChr7.782, CRO_T114609"
M9H77_28666,Cro001G.2253.1.p1
M9H77_28667,CrChr7.780
M9H77_28668,"Cro001G.2254.1.p2, Cro001G.2254.2.p1, CrChr7.779"
M9H77_28669,"Cro001G.2247.3.p1, Cro001G.2247.4.p1, CrChr7.778"
M9H77_28670,"CRO_T018371, CRO_T114604"
M9H77_28671,"CRO_T018376, CRO_T114603"
M9H77_28672,"Cro001G.2242.1.p1, CrChr7.776"
M9H77_28673,"Cro001G.2244.1.p1, Cro001G.2244.2.p1, Cro001G.2244.3.p1"
M9H77_28674,CRO_T114600
M9H77_28676,CRO_T001211
M9H77_28677,"CRO_T001212, CRO_T114597"
M9H77_28678,"Cro001G.2264.1.p2, Cro001G.2264.2.p2, Cro001G.2264.3.p2, Cro001G.2264.4.p2, Cro001G.2264.5.p2, Cro001G.2264.7.p2"
M9H77_28679,CRO_T030413
M9H77_28680,"Cro001G.2264.8.p1, Cro001G.2264.9.p1"
M9H77_28681,"CRO_T030411, Cro001G.2245.1.p1, CrChr7.768"
M9H77_28682,"CRO_T030410, Cro001G.2246.1.p1, CrChr7.767, CRO_T114590"
M9H77_28683,"CRO_T030408, Cro001G.2255.1.p1, CrChr7.766, CRO_T114589"
M9H77_28685,"Cro001G.2257.1.p1, Cro001G.2257.2.p1, CrChr7.764"
M9H77_28686,"CRO_T002595, Cro001G.2257.1.p2, CrChr7.763, CRO_T114586"
M9H77_28687,"CRO_T002593, CrChr7.762, CRO_T114585"
M9H77_28688,"CRO_T002594, Cro001G.2258.1.p1, CrChr7.761, CRO_T114584"
M9H77_28689,Cro001G.2259.1.p1
M9H77_28690,"CRO_T031240, Cro001G.2260.1.p1, CrChr7.759, CRO_T114582"
M9H77_28691,Cro001G.2268.1.p1
M9H77_28693,CRO_T026169
M9H77_28695,CRO_T017970
M9H77_28696,Cro001G.2269.1.p1
M9H77_28697,CRO_T017930
M9H77_28698,"CRO_T017929, CrChr7.752, CRO_T114573"
M9H77_28699,"CRO_T017926, CRO_T114572"
M9H77_28700,"CRO_T017928, CrChr7.750, CRO_T114571"
M9H77_28701,"CRO_T017932, CRO_T114570"
M9H77_28702,"CRO_T017927, Cro001G.2277.1.p1, CRO_T114569"
M9H77_28703,Cro001G.2278.1.p1
M9H77_28704,"CRO_T017924, CRO_T114567"
M9H77_28706,CrChr7.747
M9H77_28707,"Cro001G.2274.1.p1, CrChr7.746"
M9H77_28708,Cro001G.2279.1.p1
M9H77_28709,"Cro001G.2280.1.p1, CRO_T114564"
M9H77_28710,CrChr7.742
M9H77_28711,"Cro001G.2284.1.p1, Cro001G.2284.2.p1"
M9H77_28712,"CRO_T013686, Cro001G.2284.1.p3, Cro001G.2284.2.p3, CRO_T114561"
M9H77_28713,CRO_T013687
M9H77_28715,Cro001G.2286.1.p1
M9H77_28716,"Cro001G.2286.4.p1, Cro001G.2286.5.p1"
M9H77_28720,"CRO_T015715, CrChr7.730, CRO_T114549"
M9H77_28721,"CRO_T015710, Cro001G.2288.1.p1, CrChr7.729, CRO_T114548"
M9H77_28723,"Cro001G.2290.1.p1, Cro001G.2290.2.p1, Cro001G.2290.3.p1, Cro001G.2290.4.p1, Cro001G.2290.5.p1, Cro001G.2290.6.p1, CrChr7.725"
M9H77_28724,"CRO_T015709, Cro001G.2289.1.p1, Cro001G.2289.2.p1, CrChr7.724, CRO_T114545"
M9H77_28725,"Cro001G.2291.1.p1, CrChr7.723, CRO_T114544"
M9H77_28726,"CRO_T020097, Cro001G.2292.1.p1, CrChr7.722, CRO_T114543"
M9H77_28727,"Cro001G.2294.1.p1, CrChr7.721"
M9H77_28729,"CRO_T020100, Cro001G.2293.1.p1, CrChr7.719, CRO_T114540"
M9H77_28730,"CRO_T011485, CRO_T114538"
M9H77_28731,"CRO_T011487, Cro001G.2300.1.p1, Cro001G.2300.2.p1, Cro001G.2301.2.p1, CRO_T114537"
M9H77_28732,"CRO_T011486, Cro001G.2296.1.p1, CrChr7.716, CRO_T114536"
M9H77_28735,"CRO_T020434, Cro001G.2302.1.p1, CrChr7.713, CRO_T114530"
M9H77_28736,"Cro001G.2303.1.p1, CrChr7.712, CRO_T114529"
M9H77_28737,"CRO_T025073, Cro001G.2308.1.p1, Cro001G.2308.2.p1"
M9H77_28738,"CRO_T025074, Cro001G.2305.1.p1, CrChr7.710, CRO_T114527"
M9H77_28740,"Cro001G.2319.1.p1, CrChr7.707"
M9H77_28741,"Cro001G.2320.1.p1, Cro001G.2320.2.p1, CrChr7.706"
M9H77_28742,"Cro001G.2321.1.p1, Cro001G.2321.2.p1, CrChr7.705"
M9H77_28743,"CRO_T012126, CrChr7.704, CRO_T114521"
M9H77_28744,"Cro001G.2322.1.p1, Cro001G.2322.2.p1, Cro001G.2322.3.p1"
M9H77_28745,Cro001G.2323.1.p1
M9H77_28746,"Cro001G.2325.2.p1, CrChr7.701"
M9H77_28747,"Cro001G.2309.1.p1, CrChr7.700"
M9H77_28748,"CRO_T016597, Cro001G.2310.1.p1, CrChr7.699, CRO_T114516"
M9H77_28749,CRO_T016594
M9H77_28750,"CRO_T000473, CRO_T125315"
M9H77_28751,"Cro001G.2315.2.p1, CrChr7.694, CRO_T125314"
M9H77_28752,CRO_T030118
M9H77_28756,"Cro001G.2318.1.p1, CrChr7.687"
M9H77_28757,"Cro001G.2317.1.p1, CRO_T122930"
M9H77_28758,CRO_T001346
M9H77_28759,CRO_T001347
M9H77_28760,"Cro001G.2327.1.p1, CrChr7.685"
M9H77_28761,Cro001G.2328.1.p1
M9H77_28762,Cro001G.2347.4.p1
M9H77_28764,"CRO_T000379, CRO_T122934"
M9H77_28766,CRO_T000378
M9H77_28767,CrChr7.680
M9H77_28768,CRO_T000383
M9H77_28769,"CRO_T000381, Cro001G.2357.2.p1, CrChr7.679, CRO_T122940"
M9H77_28770,"CRO_T000376, Cro001G.2358.2.p1, CrChr7.678, CRO_T122941"
M9H77_28771,CRO_T000380
M9H77_28772,"Cro001G.2360.2.p1, Cro001G.2360.3.p1, Cro001G.2360.6.p1"
M9H77_28773,CRO_T025833
M9H77_28774,CRO_T011075
M9H77_28775,CRO_T011074
M9H77_28777,"CRO_T001123, Cro001G.2363.4.p1, Cro001G.2363.8.p3"
M9H77_28780,"CRO_T000256, Cro001G.2364.3.p2, Cro001G.2364.4.p1, CRO_T122893"
M9H77_28781,Cro001G.2364.5.p1
M9H77_28782,"Cro001G.2332.1.p1, CrChr7.666"
M9H77_28783,"CrChr7.664, CRO_T122897"
M9H77_28784,"CRO_T000943, Cro001G.2334.1.p1, CrChr7.663, CRO_T122898"
M9H77_28787,"Cro001G.2335.1.p1, CrChr7.660"
M9H77_28788,"Cro001G.2336.1.p1, CrChr7.659"
M9H77_28789,"Cro001G.2337.1.p1, Cro001G.2337.2.p1"
M9H77_28790,"Cro001G.2337.1.p2, Cro001G.2337.2.p2, CrChr7.657"
M9H77_28791,"CRO_T001857, Cro001G.2329.1.p1, CrChr7.656"
M9H77_28792,"CRO_T001856, Cro001G.2330.1.p1, CRO_T122908"
M9H77_28795,"CRO_T001861, CRO_T122909"
M9H77_28796,"Cro001G.2331.1.p1, CrChr7.654"
M9H77_28797,"CRO_T001854, CRO_T122912"
M9H77_28798,"Cro001G.2367.1.p1, CrChr7.653"
M9H77_28799,"CRO_T001853, Cro001G.2368.1.p1, CrChr7.652, CRO_T122914"
M9H77_28801,"Cro001G.2370.1.p1, CrChr7.650"
M9H77_28802,"Cro001G.2371.1.p1, CrChr7.649"
M9H77_28803,"CRO_T001849, CrChr7.648, CRO_T122919"
M9H77_28804,"CRO_T001848, CrChr7.646, CRO_T122921"
M9H77_28805,"Cro001G.2373.1.p1, CrChr7.645"
M9H77_28806,"CRO_T001844, Cro001G.2374.1.p1, CrChr7.644, CRO_T122924"
M9H77_28810,CRO_T004085
M9H77_28811,"CRO_T025799, Cro001G.2341.1.p1, CrChr7.637, CRO_T119540"
M9H77_28812,"Cro001G.2344.1.p1, Cro001G.2344.2.p1, Cro001G.2344.3.p1, Cro001G.2344.4.p1"
M9H77_28814,CRO_T022362
M9H77_28815,CRO_T024203
M9H77_28817,"Cro001G.2345.1.p1, Cro001G.2345.2.p1, CrChr7.631"
M9H77_28818,"Cro001G.2346.1.p1, CrChr7.630"
M9H77_28819,Cro001G.2375.1.p1
M9H77_28820,"Cro001G.2376.1.p1, Cro001G.2376.2.p1, Cro001G.2376.3.p1, CrChr7.628"
M9H77_28821,"Cro001G.2377.1.p1, Cro001G.2377.2.p1, CrChr7.627"
M9H77_28822,"CRO_T011510, Cro001G.2378.1.p1, CRO_T119549"
M9H77_28823,"CRO_T019464, Cro001G.2379.1.p1, CrChr7.625"
M9H77_28825,CRO_T019465
M9H77_28826,"Cro001G.2381.1.p1, CrChr7.624"
M9H77_28827,"CRO_T028789, Cro001G.2382.1.p1, Cro001G.2383.1.p2, CrChr7.623, CRO_T119552"
M9H77_28828,"Cro001G.2383.1.p1, CrChr7.622"
M9H77_28829,"Cro001G.2380.1.p1, CrChr7.621, CRO_T119554"
M9H77_28830,"Cro001G.2390.1.p2, Cro001G.2390.2.p2, Cro001G.2390.8.p2"
M9H77_28831,"CRO_T019048, Cro001G.2390.1.p1, Cro001G.2390.2.p1, Cro001G.2390.3.p1, Cro001G.2390.5.p1, Cro001G.2390.7.p1, Cro001G.2390.8.p1, CRO_T119556"
M9H77_28832,Cro001G.2391.3.p1
M9H77_28833,CrChr7.617
M9H77_28834,"CRO_T019046, Cro001G.2388.1.p1, CRO_T119559"
M9H77_28836,"Cro001G.2387.1.p1, CrChr7.614"
M9H77_28837,"CRO_T019040, Cro001G.2393.2.p1, CRO_T119562"
M9H77_28838,"CRO_T011580, CRO_T119564"
M9H77_28840,"CRO_T002540, CRO_T119565"
M9H77_28845,CRO_T015352
M9H77_28849,CRO_T018998
M9H77_28851,"CrChr7.601, CRO_T103084"
M9H77_28852,Cro001G.2404.3.p1
M9H77_28853,"CRO_T010132, Cro001G.2405.1.p1, CrChr7.599, CRO_T103082"
M9H77_28854,"Cro001G.2406.1.p1, CRO_T103081"
M9H77_28855,"CRO_T010133, CrChr7.597"
M9H77_28857,"CrChr7.595, CRO_T103078"
M9H77_28858,"CRO_T013395, CRO_T103076"
M9H77_28859,CRO_T013396
M9H77_28860,"CRO_T017991, CRO_T103074"
M9H77_28861,"CRO_T017988, Cro001G.2408.1.p1, CrChr7.590, CRO_T103073"
M9H77_28865,"CRO_T004426, Cro001G.2409.4.p1, CrChr7.586, CRO_T103068"
M9H77_28866,CRO_T006521
M9H77_28867,CrChr7.583
M9H77_28868,"CRO_T006520, Cro001G.2409.7.p1, CrChr7.582, CRO_T103064"
M9H77_28869,CRO_T103063
M9H77_28870,"CRO_T007328, Cro001G.2395.1.p1, Cro001G.2395.2.p1, Cro001G.2395.3.p1, Cro001G.2395.4.p1"
M9H77_28871,"CRO_T007327, Cro001G.2397.1.p1"
M9H77_28872,"Cro001G.2398.1.p1, Cro001G.2398.2.p1, Cro001G.2398.3.p1, Cro001G.2398.4.p1"
M9H77_28873,"CRO_T031867, Cro001G.2399.1.p1, CrChr7.578, CRO_T103055"
M9H77_28874,"Cro001G.2401.1.p1, Cro001G.2401.2.p1"
M9H77_28875,CrChr7.576
M9H77_28876,"CRO_T005481, Cro001G.2400.1.p1, CRO_T103052"
M9H77_28877,"CRO_T005484, CRO_T103050"
M9H77_28879,"Cro001G.2416.1.p1, CrChr7.570"
M9H77_28880,"CRO_T005482, Cro001G.2417.1.p1, CrChr7.569, CRO_T103048"
M9H77_28881,CRO_T005483
M9H77_28883,"Cro001G.2419.2.p1, Cro001G.2420.1.p1, CrChr7.566"
M9H77_28884,"CRO_T023329, Cro001G.2429.1.p1, CRO_T103044"
M9H77_28885,"Cro001G.2430.2.p1, Cro001G.2430.4.p1, Cro001G.2430.5.p1, CrChr7.563"
M9H77_28886,CRO_T008809
M9H77_28887,CRO_T015837
M9H77_28888,CRO_T003706
M9H77_28890,"Cro001G.2433.1.p1, Cro001G.2433.2.p1, CrChr7.559"
M9H77_28891,Cro001G.2437.1.p1
M9H77_28894,"Cro001G.2430.7.p1, CrChr7.556"
M9H77_28895,CRO_T031040
M9H77_28896,"CRO_T031039, CrChr7.554, CRO_T103033"
M9H77_28897,"CRO_T032653, Cro001G.2439.1.p1, CRO_T103031"
M9H77_28898,"Cro001G.2430.1.p1, CRO_T103030"
M9H77_28900,"CRO_T032654, CRO_T103028"
M9H77_28901,"Cro001G.2425.1.p1, Cro001G.2425.2.p1, Cro001G.2425.5.p1"
M9H77_28902,"Cro001G.2426.1.p1, CrChr7.547"
M9H77_28903,"CRO_T028794, CrChr7.545, CRO_T103025"
M9H77_28904,"CRO_T028796, Cro001G.2424.1.p1, CrChr7.543, CRO_T103024"
M9H77_28905,"Cro001G.2427.1.p1, CrChr7.542"
M9H77_28906,"CrChr7.541, CRO_T103021"
M9H77_28907,CRO_T008471
M9H77_28908,"Cro001G.2441.1.p1, CrChr7.539"
M9H77_28909,"CRO_T033831, CrChr7.538"
M9H77_28910,"CRO_T008472, CrChr7.537"
M9H77_28911,"CRO_T008473, CRO_T103017"
M9H77_28912,"Cro001G.2442.1.p1, CrChr7.535, CRO_T103016"
M9H77_28913,Cro001G.2443.1.p1
M9H77_28914,"Cro001G.2444.1.p1, CrChr7.533, CRO_T103014"
M9H77_28915,"CRO_T008475, CRO_T103013"
M9H77_28916,"CRO_T008476, CRO_T103012"
M9H77_28917,Cro001G.2456.1.p1
M9H77_28918,CRO_T032410
M9H77_28919,"CRO_T032409, CRO_T103009"
M9H77_28920,"Cro001G.2459.1.p1, Cro001G.2459.2.p1, Cro001G.2459.3.p1, CRO_T103008"
M9H77_28922,"CRO_T018078, CrChr7.525, CRO_T103004"
M9H77_28923,"CRO_T016301, Cro001G.2463.1.p1, CrChr7.524, CRO_T103003"
M9H77_28925,"Cro001G.2464.1.p1, CrChr7.522"
M9H77_28926,"Cro001G.2464.1.p2, CrChr7.521, CRO_T103000"
M9H77_28927,"CRO_T033319, Cro001G.2445.1.p1, CRO_T102999"
M9H77_28929,"CRO_T026004, CRO_T102997"
M9H77_28930,CrChr7.516
M9H77_28931,"CRO_T026005, CrChr7.515, CRO_T102995"
M9H77_28932,"CRO_T023432, Cro001G.2451.1.p1, CRO_T102994"
M9H77_28933,"CRO_T023431, Cro001G.2450.1.p1, CrChr7.513, CRO_T102992"
M9H77_28934,CRO_T002042
M9H77_28935,"CRO_T002043, Cro001G.2455.1.p1, CrChr7.511, CRO_T102989"
M9H77_28936,"Cro001G.2453.1.p1, CrChr7.510"
M9H77_28937,CRO_T002045
M9H77_28938,CRO_T027112
M9H77_28939,"Cro001G.2465.2.p1, CrChr7.508"
M9H77_28940,Cro001G.2468.1.p1
M9H77_28941,"Cro001G.2469.1.p1, CrChr7.506"
M9H77_28942,"Cro001G.2467.1.p1, CrChr7.505, CRO_T102983"
M9H77_28943,"CRO_T027109, CrChr7.503, CRO_T102981"
M9H77_28944,CRO_T027107
M9H77_28945,"Cro001G.2502.1.p1, CrChr7.501"
M9H77_28946,"Cro001G.2504.1.p1, CrChr7.500"
M9H77_28947,"Cro001G.2505.1.p1, CrChr7.499, CRO_T102976"
M9H77_28948,"Cro001G.2506.1.p1, CrChr7.498"
M9H77_28950,"Cro001G.2507.1.p1, Cro001G.2507.2.p1"
M9H77_28951,"CRO_T024753, Cro001G.2504.5.p1, CRO_T102972"
M9H77_28952,"CRO_T025781, Cro001G.2508.7.p4"
M9H77_28959,"CRO_T009346, Cro001G.2512.1.p1, Cro001G.2512.2.p1, CRO_T102966"
M9H77_28960,CrChr7.488
M9H77_28961,CRO_T018688
M9H77_28963,"Cro001G.2515.1.p1, CrChr7.484"
M9H77_28964,"CRO_T011923, Cro001G.2508.12.p1, Cro001G.2508.3.p1, Cro001G.2516.1.p1, CrChr7.483, CRO_T102962"
M9H77_28965,"Cro001G.2518.1.p1, CrChr7.481"
M9H77_28966,Cro001G.2519.1.p1
M9H77_28967,"CRO_T021771, Cro001G.2520.1.p1, CRO_T102959"
M9H77_28968,Cro001G.2521.1.p1
M9H77_28969,Cro001G.2522.4.p1
M9H77_28970,"Cro001G.2477.1.p1, Cro001G.2477.2.p1"
M9H77_28972,"CRO_T004732, CRO_T002629, Cro001G.2479.1.p1, CrChr7.475, CRO_T102954"
M9H77_28974,"CRO_T002627, CRO_T004729, CRO_T102952"
M9H77_28975,"Cro001G.2480.1.p1, CRO_T102951"
M9H77_28976,"CRO_T011107, Cro001G.2481.1.p1, CrChr7.472, CRO_T102950"
M9H77_28977,"CRO_T011106, Cro001G.2483.1.p1, CrChr7.471, CRO_T102949"
M9H77_28979,CrChr7.468
M9H77_28980,"Cro001G.2472.1.p1, CrChr7.467"
M9H77_28981,Cro001G.2473.1.p1
M9H77_28983,"CRO_T013031, Cro001G.2475.1.p1, CrChr7.465, CRO_T102944"
M9H77_28984,"CRO_T013029, Cro001G.2474.1.p2, CrChr7.463, CRO_T102942"
M9H77_28985,"CRO_T013030, CrChr7.462, CRO_T102941"
M9H77_28986,CRO_T032841
M9H77_28987,"CRO_T032839, Cro001G.2485.1.p1, CrChr7.459, CRO_T102938"
M9H77_28989,"CRO_T032838, Cro001G.2486.1.p1, CRO_T102936"
M9H77_28990,"Cro001G.2490.1.p1, CrChr7.454"
M9H77_28991,CRO_T022159
M9H77_28992,Cro001G.2493.1.p1
